gene,R1L1Kidney,R1L2Liver,R1L3Kidney,R1L4Liver,R1L6Liver,R1L7Kidney,R1L8Liver,R2L2Kidney,R2L3Liver,R2L6Kidney
ENSG00000115020,124,66,140,58,64,128,71,140,56,150
ENSG00000084652,189,278,228,279,260,219,238,230,318,202
ENSG00000138764,76,15,109,11,15,70,6,69,14,94
ENSG00000213626,161,99,166,108,109,149,92,193,106,194
ENSG00000114416,185,117,182,122,111,193,93,182,114,181
ENSG00000109475,212,144,190,127,112,194,133,204,133,210
ENSG00000206560,179,101,174,118,120,143,106,176,83,196
ENSG00000170876,137,90,148,76,79,133,72,161,87,177
ENSG00000127831,65,153,76,120,147,72,138,72,164,82
ENSG00000136710,83,29,107,40,49,105,23,107,32,125
ENSG00000114857,526,511,538,535,522,512,463,562,454,581
ENSG00000072080,1,75,4,80,82,2,68,2,74,0
ENSG00000174567,18,104,20,82,87,11,78,24,109,28
ENSG00000143952,120,53,128,53,62,116,45,126,43,132
ENSG00000004399,112,45,121,65,54,101,46,144,57,138
ENSG00000196154,112,23,94,23,29,96,28,99,22,90
ENSG00000137996,106,36,118,32,51,115,43,105,39,121
ENSG00000115290,173,225,214,280,282,188,241,188,240,187
ENSG00000116478,166,112,198,116,125,186,119,202,136,206
ENSG00000164096,190,118,186,109,114,178,106,180,104,183
ENSG00000164081,116,54,107,53,29,112,47,124,55,134
ENSG00000188257,4,66,10,85,84,9,69,5,89,4
ENSG00000168528,178,118,182,109,102,156,109,206,142,192
ENSG00000109339,94,8,84,5,8,56,5,75,12,84
ENSG00000189171,99,42,111,32,33,100,36,114,35,116
ENSG00000085871,86,161,93,166,193,102,172,112,169,123
ENSG00000131910,19,72,15,107,64,25,73,20,119,26
ENSG00000211460,193,103,194,143,126,174,128,206,136,210
ENSG00000109472,100,53,111,50,34,132,52,138,50,102
ENSG00000116833,2,74,4,81,80,6,69,2,75,2
ENSG00000117408,103,31,100,20,24,77,32,112,40,106
ENSG00000143797,79,6,86,3,5,83,7,64,7,76
ENSG00000065534,513,473,478,449,417,462,415,486,481,538
ENSG00000163602,155,89,149,101,102,165,71,156,83,171
ENSG00000077585,77,2,77,4,5,72,0,73,2,77
ENSG00000115159,83,22,83,21,14,103,24,99,18,89
ENSG00000144959,73,14,88,7,16,85,11,78,7,89
ENSG00000135823,95,34,100,29,29,89,38,107,33,123
ENSG00000117298,98,32,89,30,24,80,32,104,36,126
ENSG00000204138,278,227,278,236,271,275,235,326,260,344
ENSG00000116731,116,38,116,42,34,118,36,98,48,104
ENSG00000109270,93,28,106,29,25,103,26,100,32,96
ENSG00000196189,79,4,79,2,2,51,2,72,5,84
ENSG00000145358,64,1,73,1,1,81,2,79,1,65
ENSG00000143337,164,92,156,99,79,158,89,174,100,159
ENSG00000049319,3,75,0,76,87,7,69,4,65,4
ENSG00000145293,84,22,116,24,24,74,27,104,29,90
ENSG00000137955,98,45,122,47,39,113,37,119,46,114
ENSG00000198398,74,1,70,0,0,68,2,71,0,77
ENSG00000077380,130,51,124,55,57,127,47,131,64,114
ENSG00000132694,130,61,145,60,52,129,63,136,71,113
ENSG00000025800,329,289,330,254,262,302,282,347,282,368
ENSG00000118855,125,59,154,85,72,124,75,145,68,150
ENSG00000158747,73,15,75,9,12,71,12,100,10,86
ENSG00000151718,130,78,147,60,62,133,63,126,58,133
ENSG00000155760,72,2,67,0,4,55,3,75,5,90
ENSG00000150961,57,140,44,118,110,57,129,58,131,71
ENSG00000144791,97,155,65,145,157,85,153,83,163,107
ENSG00000132155,276,200,265,197,216,265,218,283,236,302
ENSG00000198700,180,111,193,122,116,180,104,186,141,193
ENSG00000068724,91,34,87,35,32,97,36,124,61,123
ENSG00000116183,77,2,76,4,7,72,4,62,2,80
ENSG00000119760,161,80,160,106,110,156,104,173,98,183
ENSG00000117114,221,146,196,132,168,187,154,232,142,223
ENSG00000077254,176,106,197,110,132,158,85,154,127,184
ENSG00000160714,160,104,184,102,106,164,117,184,112,187
ENSG00000198515,19,102,16,87,96,16,73,21,67,17
ENSG00000173890,61,4,64,1,1,83,9,73,0,77
ENSG00000196220,76,4,69,0,7,59,5,67,2,88
ENSG00000090989,108,52,129,45,31,108,38,109,43,86
ENSG00000118965,86,10,87,10,15,81,15,65,16,89
ENSG00000116266,109,71,139,60,63,138,56,139,69,130
ENSG00000031081,79,13,73,18,18,89,6,91,12,78
ENSG00000132879,102,30,78,32,24,76,22,113,25,96
ENSG00000163349,196,132,188,109,120,190,118,192,132,186
ENSG00000168497,101,56,112,48,54,123,39,123,46,123
ENSG00000188846,210,147,207,178,171,223,150,227,182,262
ENSG00000115084,97,57,121,37,41,84,36,114,33,115
ENSG00000072163,120,61,140,55,54,122,73,140,80,134
ENSG00000163637,83,17,82,18,18,59,11,91,21,101
ENSG00000164007,67,0,71,0,0,50,2,84,0,67
ENSG00000174953,148,86,142,74,78,164,88,132,96,165
ENSG00000143575,111,75,131,41,71,101,50,152,76,124
ENSG00000117595,72,19,89,12,19,77,12,98,17,80
ENSG00000162437,69,10,67,10,3,93,9,74,7,71
ENSG00000115548,93,60,133,54,59,113,57,144,59,124
ENSG00000198142,82,137,92,156,162,79,147,89,157,83
ENSG00000182118,77,18,84,22,14,77,17,93,22,97
ENSG00000158769,296,356,286,350,366,280,293,311,377,324
ENSG00000138430,99,44,117,42,44,102,36,103,33,113
ENSG00000051382,85,24,93,17,16,76,17,94,18,79
ENSG00000163815,92,20,81,17,25,73,17,85,20,99
ENSG00000135919,91,25,85,18,26,86,20,97,27,92
ENSG00000070831,212,140,202,156,131,218,130,206,153,196
ENSG00000204099,2,68,4,73,64,1,58,2,81,3
ENSG00000170502,141,91,131,71,67,140,107,150,78,163
ENSG00000097021,86,17,78,18,28,81,13,88,15,90
ENSG00000011566,122,54,122,60,61,134,56,122,50,111
ENSG00000138399,115,32,90,36,37,107,34,92,34,97
ENSG00000138663,108,41,100,42,43,100,37,123,45,106
ENSG00000163071,77,18,87,16,15,84,21,94,19,78
ENSG00000114784,126,59,139,73,69,128,67,126,64,142
ENSG00000163686,67,139,56,127,132,51,115,65,127,79
ENSG00000072201,86,23,77,21,32,87,35,108,25,100
ENSG00000163754,94,27,89,24,24,85,26,96,29,97
ENSG00000137936,95,29,96,32,40,89,32,114,35,100
ENSG00000186432,150,76,150,75,81,127,79,138,73,145
ENSG00000186743,84,20,56,19,17,79,15,97,18,90
ENSG00000082996,97,58,131,43,57,92,33,111,54,122
ENSG00000117614,134,88,141,66,88,158,74,149,73,118
ENSG00000117419,92,34,90,26,33,90,30,116,44,100
ENSG00000177479,189,109,160,104,117,164,112,186,122,182
ENSG00000085998,150,98,171,102,100,156,92,172,98,165
ENSG00000143549,92,39,88,30,38,84,30,106,34,118
ENSG00000145247,130,66,116,56,60,130,65,134,70,132
ENSG00000143815,98,164,90,178,148,102,149,88,154,97
ENSG00000109762,76,16,82,18,10,79,20,76,15,92
ENSG00000144026,118,54,124,45,47,97,40,87,45,117
ENSG00000188783,107,180,101,172,144,99,167,112,183,116
ENSG00000132464,53,4,63,5,3,75,3,70,1,77
ENSG00000164104,85,23,85,35,24,81,29,92,26,111
ENSG00000214021,91,21,73,24,26,83,22,96,23,94
ENSG00000008226,29,103,35,97,94,49,126,49,98,45
ENSG00000170153,58,6,76,6,1,54,4,77,1,70
ENSG00000078618,359,293,308,315,260,306,300,355,336,369
ENSG00000135926,390,448,367,434,399,387,386,426,479,414
ENSG00000004534,416,385,464,378,390,396,353,408,418,455
ENSG00000127824,107,33,90,34,22,82,19,94,38,85
ENSG00000109171,154,88,152,110,100,154,94,152,105,186
ENSG00000168827,122,61,138,70,72,131,70,142,71,125
ENSG00000169599,84,14,93,18,18,61,22,78,14,80
ENSG00000055070,127,85,133,87,78,125,61,148,76,155
ENSG00000158966,64,5,85,6,5,57,6,74,4,55
ENSG00000211454,10,71,12,70,84,10,64,12,82,14
ENSG00000126698,128,63,118,65,73,104,67,134,67,149
ENSG00000182795,81,10,68,16,10,73,13,86,15,69
ENSG00000168894,91,50,123,48,59,97,47,132,48,104
ENSG00000053371,127,75,125,72,76,108,58,148,59,130
ENSG00000011376,122,44,102,46,48,82,44,110,46,113
ENSG00000157500,147,76,141,88,76,128,99,141,87,166
ENSG00000117676,77,21,86,21,27,81,28,97,29,94
ENSG00000168297,74,5,70,11,10,64,7,82,16,69
ENSG00000169047,42,121,52,105,102,35,99,42,81,39
ENSG00000138434,282,288,329,287,256,306,262,319,268,361
ENSG00000136522,83,37,75,26,37,89,30,107,25,101
ENSG00000064225,102,154,93,174,149,94,132,88,168,110
ENSG00000132485,230,186,232,182,180,225,171,244,178,262
ENSG00000117318,87,24,82,22,20,86,19,74,35,96
ENSG00000162623,87,37,94,34,26,96,39,97,30,100
ENSG00000187699,86,22,84,20,12,74,19,88,25,72
ENSG00000163485,59,4,68,0,3,59,1,64,3,69
ENSG00000004487,107,50,119,70,61,109,51,132,50,112
ENSG00000109736,89,18,52,12,16,59,15,83,16,84
ENSG00000198890,71,12,75,20,17,69,12,90,16,74
ENSG00000158006,108,44,115,38,56,88,41,120,52,88
ENSG00000164144,100,46,110,60,63,122,51,106,51,127
ENSG00000127241,9,75,6,56,65,4,70,8,68,5
ENSG00000114120,72,6,67,6,6,57,2,66,4,65
ENSG00000117155,105,55,112,42,38,92,55,117,51,110
ENSG00000144747,120,62,121,75,75,126,61,141,76,136
ENSG00000115685,102,57,117,48,46,107,52,120,58,114
ENSG00000114790,29,95,47,88,103,29,87,27,91,35
ENSG00000119280,135,86,140,68,67,114,62,128,74,131
ENSG00000143486,113,69,117,50,53,107,60,120,79,138
ENSG00000116473,116,68,146,89,80,126,64,138,74,136
ENSG00000163946,89,38,110,40,38,107,39,86,42,100
ENSG00000116396,58,8,63,6,4,53,2,70,4,76
ENSG00000132698,47,3,66,5,3,56,4,67,5,77
ENSG00000114126,98,45,86,39,30,79,25,69,29,113
ENSG00000115446,68,35,92,37,40,104,38,102,44,110
ENSG00000136689,0,83,4,50,54,4,60,3,57,3
ENSG00000163950,111,45,124,62,52,110,45,107,56,101
ENSG00000145348,92,18,90,41,30,75,34,107,35,80
ENSG00000143653,154,214,138,228,199,144,201,155,196,166
ENSG00000203710,65,9,60,7,6,63,4,65,6,77
ENSG00000132313,100,60,112,51,52,108,50,118,62,128
ENSG00000115241,162,94,143,93,97,133,107,152,102,179
ENSG00000069424,93,17,67,25,23,72,17,84,23,81
ENSG00000174738,99,60,108,36,40,113,52,119,62,95
ENSG00000171503,141,176,152,207,199,150,210,148,224,148
ENSG00000128655,23,91,24,71,86,22,87,19,68,23
ENSG00000069275,450,493,559,503,505,494,447,512,490,503
ENSG00000143537,88,25,78,30,28,79,25,100,34,90
ENSG00000114480,146,117,169,91,109,150,106,184,117,166
ENSG00000211452,143,200,127,190,174,107,169,132,190,141
ENSG00000152601,224,264,230,295,256,210,294,218,275,230
ENSG00000199488,9,53,6,86,61,2,56,4,55,5
ENSG00000170860,78,31,107,36,34,97,27,82,40,91
ENSG00000117791,117,167,120,202,151,119,169,133,184,116
ENSG00000136527,154,98,154,100,93,140,76,164,108,144
ENSG00000151692,71,14,61,17,13,66,10,89,18,73
ENSG00000049323,118,67,121,84,71,142,55,122,73,129
ENSG00000143353,78,32,86,39,35,91,32,109,31,91
ENSG00000144224,531,595,569,627,571,545,556,571,606,535
ENSG00000135924,125,85,123,85,64,117,72,144,86,154
ENSG00000188643,120,201,117,177,158,119,152,118,180,127
ENSG00000116127,68,16,80,14,6,62,16,62,12,80
ENSG00000159166,112,46,96,39,40,79,35,109,62,101
ENSG00000018189,96,44,96,44,36,90,44,116,45,102
ENSG00000115648,8,70,12,72,59,8,62,16,78,8
ENSG00000163624,56,3,59,4,2,68,1,57,1,63
ENSG00000069248,94,28,107,34,34,72,34,94,47,89
ENSG00000142733,56,12,63,8,6,70,14,64,12,84
ENSG00000014257,54,2,66,0,0,58,3,50,2,68
ENSG00000109193,3,53,3,75,63,1,50,3,56,1
ENSG00000173193,112,163,121,182,170,108,154,143,200,130
ENSG00000180488,83,24,68,25,27,92,30,64,21,97
ENSG00000117500,255,236,275,222,209,231,215,252,218,307
ENSG00000132676,158,98,150,91,114,138,86,153,105,169
ENSG00000143079,68,8,66,7,13,59,12,74,5,67
ENSG00000081237,35,116,49,85,87,48,85,32,102,37
ENSG00000134198,53,0,52,1,1,69,0,56,2,62
ENSG00000121579,125,78,150,86,76,128,73,139,76,129
ENSG00000185818,57,0,64,0,0,41,1,66,0,57
ENSG00000076003,56,7,74,5,8,68,8,64,12,65
ENSG00000159348,124,90,137,71,63,123,60,123,78,132
ENSG00000169019,80,12,82,12,12,59,10,59,16,61
ENSG00000117625,118,50,133,64,84,99,68,112,72,136
ENSG00000178057,128,60,114,61,68,104,54,124,65,118
ENSG00000162976,91,26,74,28,23,79,25,70,21,90
ENSG00000035720,56,0,54,1,0,66,0,50,0,60
ENSG00000184007,156,141,177,106,116,164,118,188,130,186
ENSG00000011523,74,19,77,29,34,84,35,94,27,93
ENSG00000114779,280,344,288,344,330,282,290,335,356,342
ENSG00000132680,196,144,166,145,148,197,124,197,143,209
ENSG00000143839,50,2,49,1,0,52,1,71,4,65
ENSG00000143382,19,70,21,78,78,22,70,21,88,19
ENSG00000109332,389,446,382,448,424,364,434,374,414,402
ENSG00000162878,70,18,70,21,19,58,21,87,27,92
ENSG00000118217,128,62,94,60,50,98,43,106,47,104
ENSG00000156171,82,52,113,36,54,110,38,82,38,95
ENSG00000163930,183,120,152,114,120,150,112,185,126,182
ENSG00000118473,65,6,45,4,9,52,3,77,3,60
ENSG00000162599,42,85,25,105,90,38,87,50,104,44
ENSG00000068654,82,29,80,42,22,59,21,88,30,99
ENSG00000132300,233,214,235,197,200,234,201,262,220,292
ENSG00000198522,111,59,108,50,50,112,52,110,56,109
ENSG00000184677,60,20,70,22,22,64,21,88,20,92
ENSG00000116786,100,54,88,39,38,103,48,107,48,105
ENSG00000085449,122,74,136,80,85,114,60,138,76,134
ENSG00000138459,99,48,109,45,46,111,46,82,55,110
ENSG00000010803,88,49,90,47,56,112,41,123,58,101
ENSG00000138032,88,52,104,53,50,93,54,140,60,90
ENSG00000059588,65,22,85,20,15,64,17,76,24,82
ENSG00000083937,103,81,115,63,62,122,67,134,65,130
ENSG00000168016,40,83,39,91,71,33,90,23,97,27
ENSG00000178343,52,1,48,2,0,63,1,45,1,70
ENSG00000093217,29,82,45,88,74,33,97,33,104,37
ENSG00000180398,224,267,193,266,243,204,244,205,278,222
ENSG00000144366,56,3,66,3,3,45,3,66,7,61
ENSG00000136653,19,85,19,77,68,16,64,14,63,15
ENSG00000116117,86,17,74,24,24,79,27,76,30,84
ENSG00000196950,73,9,70,11,13,62,11,60,13,70
ENSG00000171824,104,44,108,51,49,111,60,86,56,118
ENSG00000163072,75,15,73,25,28,74,28,82,31,94
ENSG00000205981,92,30,73,46,47,82,44,103,45,116
ENSG00000115738,177,221,158,223,200,160,196,159,241,188
ENSG00000177674,75,9,53,15,7,62,9,74,9,56
ENSG00000071909,46,2,61,4,1,62,0,57,1,58
ENSG00000114520,108,67,161,79,79,116,77,112,101,135
ENSG00000197713,84,40,102,41,32,87,36,89,32,93
ENSG00000163558,78,29,63,31,26,89,27,90,29,90
ENSG00000152104,60,0,65,3,2,43,3,49,3,65
ENSG00000143333,69,14,77,11,18,56,12,65,16,76
ENSG00000137449,114,72,110,54,68,126,74,122,59,124
ENSG00000173692,274,224,276,258,256,286,230,272,274,328
ENSG00000116641,82,26,82,20,21,74,26,77,30,83
ENSG00000115295,82,16,65,16,16,54,18,76,12,69
ENSG00000132321,46,7,74,4,1,41,2,64,2,54
ENSG00000176945,87,32,72,35,30,46,21,92,18,85
ENSG00000115307,172,218,152,193,216,140,193,179,232,193
ENSG00000162601,87,35,100,43,31,76,35,100,50,95
ENSG00000196526,76,10,73,16,13,67,14,62,16,64
ENSG00000127837,136,115,161,114,91,160,112,176,125,170
ENSG00000143507,4,59,2,59,68,10,60,3,54,8
ENSG00000138381,128,79,110,76,71,138,65,121,87,140
ENSG00000124356,79,33,97,47,40,101,38,86,44,104
ENSG00000176393,98,78,93,58,60,98,56,142,66,122
ENSG00000171566,118,88,122,92,76,144,72,136,80,146
ENSG00000153237,55,4,64,2,1,64,5,56,6,51
ENSG00000109685,88,47,77,29,49,91,47,113,48,105
ENSG00000163482,104,41,83,49,55,101,40,94,33,100
ENSG00000163634,76,35,78,28,21,79,23,87,38,92
ENSG00000173175,69,12,44,14,7,63,12,76,11,66
ENSG00000151806,62,16,65,6,11,60,10,63,14,76
ENSG00000130762,58,3,60,1,8,51,2,61,1,56
ENSG00000138036,65,5,53,10,5,67,8,59,9,63
ENSG00000143149,381,408,401,411,427,374,355,371,449,380
ENSG00000160058,157,209,167,220,196,151,195,167,239,184
ENSG00000163872,92,24,80,22,26,74,26,76,30,73
ENSG00000138769,64,1,58,2,1,54,3,47,2,55
ENSG00000138641,86,37,87,43,34,83,46,109,45,100
ENSG00000121892,201,164,194,137,148,188,164,211,164,225
ENSG00000136631,110,52,108,72,62,109,48,116,54,108
ENSG00000115756,132,86,130,94,74,125,80,150,100,149
ENSG00000114115,15,68,4,71,60,11,62,13,60,11
ENSG00000170166,56,2,51,1,0,51,0,63,1,51
ENSG00000135972,102,51,82,36,34,76,35,75,45,111
ENSG00000214114,83,21,83,35,25,77,18,72,29,78
ENSG00000118007,102,46,98,66,45,112,62,121,52,89
ENSG00000082512,56,15,69,23,13,62,22,70,12,86
ENSG00000175040,60,3,63,6,5,48,8,59,7,65
ENSG00000109519,124,114,135,90,89,110,75,133,85,167
ENSG00000138468,81,25,78,32,32,71,40,94,31,95
ENSG00000158014,51,0,60,0,1,43,0,57,0,56
ENSG00000116260,141,115,160,119,116,128,86,167,115,177
ENSG00000143162,330,293,355,281,288,337,320,328,353,357
ENSG00000185414,99,41,97,53,48,76,46,99,40,111
ENSG00000168936,128,115,130,96,92,140,101,172,106,167
ENSG00000120948,152,138,181,131,122,176,108,179,120,178
ENSG00000170989,56,30,59,21,20,70,20,103,35,74
ENSG00000159692,175,167,188,154,148,182,114,196,180,215
ENSG00000071051,71,33,74,25,29,82,23,75,21,90
ENSG00000080822,113,70,104,75,66,122,70,130,74,138
ENSG00000143674,68,17,66,21,16,75,24,74,23,81
ENSG00000116688,117,71,134,72,72,122,68,124,68,115
ENSG00000115947,86,48,93,39,35,83,29,79,38,103
ENSG00000116898,110,72,110,62,76,121,77,130,79,142
ENSG00000163644,84,20,72,30,26,62,26,77,28,90
ENSG00000163879,70,20,77,22,17,68,20,69,14,72
ENSG00000127463,70,35,86,45,28,78,22,85,20,84
ENSG00000168765,59,16,58,18,18,59,12,84,16,73
ENSG00000066248,14,58,16,70,64,16,70,18,74,12
ENSG00000162542,59,20,80,12,14,49,22,70,18,77
ENSG00000144744,108,52,101,62,50,108,52,96,73,123
ENSG00000163608,109,63,119,69,85,132,76,127,73,129
ENSG00000054267,183,148,200,137,118,182,128,141,136,172
ENSG00000055917,327,313,352,342,299,315,263,343,351,332
ENSG00000143891,109,64,104,56,58,106,58,102,60,127
ENSG00000168883,91,54,118,62,54,111,63,93,65,125
ENSG00000116138,60,22,78,13,16,65,12,71,24,67
ENSG00000196151,53,11,55,9,11,62,9,68,15,71
ENSG00000007062,52,8,69,10,10,61,5,56,7,57
ENSG00000121766,91,44,93,32,41,94,31,91,46,73
ENSG00000115207,87,45,90,60,50,96,62,106,77,132
ENSG00000122420,46,5,52,6,3,52,2,54,9,71
ENSG00000169291,67,38,83,28,22,70,29,87,31,88
ENSG00000138363,98,38,81,56,42,97,46,94,47,106
ENSG00000048342,60,17,59,13,8,66,8,61,8,63
ENSG00000164070,56,13,76,22,25,74,27,82,24,70
ENSG00000116883,46,6,58,2,5,52,3,56,7,64
ENSG00000163075,61,6,50,4,5,63,7,57,11,56
ENSG00000144867,128,171,124,150,159,122,159,129,202,118
ENSG00000159346,141,82,130,78,94,116,82,150,104,136
ENSG00000160691,172,226,157,202,216,146,177,209,213,187
ENSG00000163479,257,297,264,328,291,244,261,296,315,286
ENSG00000163412,56,11,61,16,9,63,10,74,19,61
ENSG00000126705,70,23,82,22,24,64,29,83,34,80
ENSG00000114554,58,11,57,15,9,46,11,64,18,80
ENSG00000114270,47,2,51,3,5,46,1,58,9,66
ENSG00000143256,79,43,95,46,36,80,39,102,41,94
ENSG00000145041,98,45,78,41,32,77,33,82,35,95
ENSG00000198218,108,75,122,90,75,111,61,149,86,118
ENSG00000144827,141,86,140,87,97,127,112,142,100,163
ENSG00000117713,240,202,245,184,209,216,176,222,213,262
ENSG00000084764,104,42,93,37,46,87,46,103,67,89
ENSG00000035687,99,52,115,62,56,89,43,92,47,105
ENSG00000143514,98,62,95,40,54,99,47,116,54,88
ENSG00000056736,127,75,94,57,54,100,54,109,65,108
ENSG00000115839,93,53,106,53,46,89,40,101,60,106
ENSG00000071967,155,92,147,118,110,134,96,143,102,168
ENSG00000163866,96,140,95,146,144,92,128,88,156,102
ENSG00000162735,271,245,275,257,213,273,235,286,249,304
ENSG00000186409,53,3,61,3,3,52,5,47,9,58
ENSG00000114423,73,31,90,29,24,61,20,69,37,84
ENSG00000115825,93,50,98,46,48,97,56,108,62,109
ENSG00000145191,116,70,120,59,76,96,79,108,61,133
ENSG00000157916,340,339,315,330,346,339,331,401,382,367
ENSG00000144848,97,39,103,47,39,74,33,82,45,82
ENSG00000162645,44,98,59,109,106,57,99,52,93,50
ENSG00000183513,98,66,115,54,44,86,48,100,57,104
ENSG00000151612,40,2,56,2,4,45,6,65,3,52
ENSG00000138035,55,22,63,23,19,63,19,71,18,86
ENSG00000173744,88,64,116,50,62,122,55,92,60,100
ENSG00000196975,290,257,280,242,238,294,269,294,238,309
ENSG00000109501,85,47,74,41,35,59,35,97,48,106
ENSG00000163636,125,84,149,68,82,119,85,115,82,122
ENSG00000158850,85,36,79,42,33,86,26,98,44,57
ENSG00000117139,66,45,101,51,45,105,47,107,58,87
ENSG00000163521,44,8,58,4,4,48,4,68,2,41
ENSG00000144029,158,136,186,124,121,164,114,177,150,179
ENSG00000068912,154,88,158,95,116,138,103,142,124,156
ENSG00000162607,103,54,94,52,50,92,39,98,50,101
ENSG00000163827,82,48,83,44,42,92,29,96,36,86
ENSG00000143811,110,62,99,59,63,105,45,107,67,114
ENSG00000116001,105,59,103,54,59,90,43,97,57,114
ENSG00000164032,84,34,84,28,27,74,25,73,35,77
ENSG00000134324,122,82,118,74,68,92,71,116,62,132
ENSG00000177646,104,30,83,52,35,86,50,95,57,84
ENSG00000109756,152,95,150,115,129,137,106,164,113,172
ENSG00000003137,49,2,58,5,6,42,2,48,4,62
ENSG00000144136,190,171,201,165,196,151,145,197,189,231
ENSG00000157181,158,114,162,104,124,162,118,173,110,148
ENSG00000198586,122,96,154,111,88,145,103,159,122,151
ENSG00000116580,83,29,87,39,37,65,28,79,28,83
ENSG00000169914,72,30,63,17,28,62,14,76,20,73
ENSG00000080200,90,38,91,42,46,81,38,88,44,98
ENSG00000204406,55,5,57,8,8,54,4,43,5,61
ENSG00000115233,90,47,94,46,40,91,47,93,38,92
ENSG00000090621,202,194,227,198,154,172,168,228,195,224
ENSG00000138640,164,210,157,224,223,180,219,184,223,192
ENSG00000125037,113,61,97,71,52,93,46,117,73,105
ENSG00000197106,41,4,42,0,0,33,0,62,0,56
ENSG00000117691,118,87,123,82,89,95,73,144,87,141
ENSG00000155755,50,3,49,4,4,45,4,60,9,58
ENSG00000119041,94,43,89,40,43,95,43,88,49,92
ENSG00000067606,72,23,68,39,25,66,19,74,27,85
ENSG00000163681,88,52,109,59,60,96,51,109,62,112
ENSG00000160094,82,41,94,40,42,90,41,79,36,92
ENSG00000159173,52,4,52,6,6,52,6,57,7,56
ENSG00000188641,34,90,30,86,90,40,78,44,86,48
ENSG00000168763,77,115,91,115,129,62,131,99,142,95
ENSG00000163359,66,118,68,114,114,74,128,93,118,65
ENSG00000143543,191,224,203,252,205,207,203,194,261,187
ENSG00000109184,129,182,127,174,171,125,172,124,179,137
ENSG00000138802,118,150,126,185,168,143,168,124,158,108
ENSG00000163517,55,5,58,10,6,51,8,54,6,56
ENSG00000163382,78,38,90,59,49,97,44,107,61,100
ENSG00000174151,68,20,54,16,12,53,13,55,11,73
ENSG00000121210,19,68,22,56,67,17,69,16,73,24
ENSG00000145012,110,143,120,148,152,95,139,113,181,120
ENSG00000117174,72,31,91,34,31,60,38,92,31,72
ENSG00000178585,90,38,75,36,32,82,32,84,31,72
ENSG00000143001,43,1,41,0,2,30,2,48,1,67
ENSG00000185104,103,53,89,50,39,61,49,92,47,103
ENSG00000162777,84,40,73,36,42,82,35,90,44,98
ENSG00000016391,69,35,68,38,38,87,32,87,36,94
ENSG00000187889,28,96,42,84,84,52,91,40,81,46
ENSG00000118194,82,51,91,37,40,82,46,100,34,81
ENSG00000160049,87,50,74,44,42,90,42,105,44,92
ENSG00000157870,56,25,50,14,13,66,21,82,17,58
ENSG00000164024,120,77,120,83,76,101,71,126,93,143
ENSG00000115902,16,69,18,59,66,19,64,16,69,24
ENSG00000169994,32,2,48,0,2,41,0,46,1,63
ENSG00000131795,80,38,88,33,36,77,34,80,36,86
ENSG00000093183,59,19,69,15,14,66,25,74,19,52
ENSG00000175066,63,10,58,8,14,60,11,60,22,57
ENSG00000157873,88,54,105,68,64,83,61,105,64,131
ENSG00000143028,86,30,84,32,40,78,38,72,36,87
ENSG00000182179,69,45,72,34,41,76,33,79,40,108
ENSG00000183431,80,44,80,37,30,71,33,89,44,93
ENSG00000134318,199,178,215,165,180,208,172,232,163,220
ENSG00000174021,100,72,96,44,59,94,52,109,54,104
ENSG00000004455,52,20,65,16,24,54,19,83,23,68
ENSG00000117505,87,32,70,31,30,84,34,76,30,68
ENSG00000157388,60,13,50,8,10,54,10,61,14,61
ENSG00000081026,72,22,71,18,20,48,19,68,19,64
ENSG00000171109,81,42,89,40,31,83,39,88,42,83
ENSG00000162998,59,11,58,7,10,58,10,49,9,54
ENSG00000116521,80,42,82,50,42,76,45,106,54,102
ENSG00000116198,84,50,87,39,46,88,46,80,42,106
ENSG00000048991,72,30,95,32,38,72,44,76,38,87
ENSG00000158615,112,151,111,157,155,104,134,116,174,117
ENSG00000163170,56,4,64,10,10,40,6,42,6,56
ENSG00000169762,48,90,58,106,85,42,100,38,76,61
ENSG00000092621,112,164,122,186,158,118,150,134,160,123
ENSG00000010327,63,107,70,103,102,43,107,76,121,87
ENSG00000114354,219,163,202,162,167,195,159,190,208,222
ENSG00000164040,212,190,240,191,186,239,168,216,192,227
ENSG00000116161,102,67,112,63,58,102,65,114,55,104
ENSG00000067334,92,77,109,63,65,107,55,123,76,116
ENSG00000163617,69,16,61,15,21,63,22,64,20,66
ENSG00000134369,70,20,64,20,12,57,24,74,30,64
ENSG00000213493,67,7,48,9,10,48,12,65,15,44
ENSG00000196428,83,59,104,60,59,114,49,96,59,105
ENSG00000213366,70,16,58,11,15,49,16,54,6,56
ENSG00000129187,141,111,143,107,79,115,93,134,95,150
ENSG00000138772,63,6,55,8,11,36,5,53,8,51
ENSG00000143624,127,88,140,84,94,112,82,136,106,144
ENSG00000184313,49,7,50,2,4,53,5,37,8,59
ENSG00000214706,85,99,51,108,95,57,112,76,112,55
ENSG00000124839,176,182,183,185,191,140,191,199,237,200
ENSG00000143924,207,246,211,228,219,172,206,181,234,238
ENSG00000091436,60,98,62,124,100,59,101,62,92,58
ENSG00000116096,124,165,118,160,182,125,159,123,175,137
ENSG00000163913,76,26,61,28,28,64,26,80,34,80
ENSG00000197894,206,196,218,194,171,185,191,213,213,259
ENSG00000203705,64,21,55,21,9,44,15,71,18,65
ENSG00000054116,84,32,88,40,34,77,32,70,42,82
